,num_attendants,num_events,LAD,comparative_adv,year,Topics,broad_topic
0,0,0.0,Wales,0.0,2012,Fintech,Fintech
1,0,0.0,Wales,0.0,2013,Fintech,Fintech
2,0,0.0,Wales,0.0,2014,Fintech,Fintech
3,0,0.0,Wales,0.0,2015,Fintech,Fintech
4,0,0.0,Wales,0.0,2016,Fintech,Fintech
5,0,0.0,Cardiff,0.0,2012,Fintech,Fintech
6,0,0.0,Cardiff,0.0,2013,Fintech,Fintech
7,0,0.0,Cardiff,0.0,2014,Fintech,Fintech
8,0,0.0,Cardiff,0.0,2015,Fintech,Fintech
9,0,0.0,Cardiff,0.0,2016,Fintech,Fintech
10,0,0.0,Pembrokeshire,0.0,2012,Fintech,Fintech
11,0,0.0,Pembrokeshire,0.0,2013,Fintech,Fintech
12,0,0.0,Pembrokeshire,0.0,2014,Fintech,Fintech
13,0,0.0,Pembrokeshire,0.0,2015,Fintech,Fintech
14,0,0.0,Pembrokeshire,0.0,2016,Fintech,Fintech
15,0,0.0,Blaenau Gwent,0.0,2012,Fintech,Fintech
16,0,0.0,Blaenau Gwent,0.0,2013,Fintech,Fintech
17,0,0.0,Blaenau Gwent,0.0,2014,Fintech,Fintech
18,0,0.0,Blaenau Gwent,0.0,2015,Fintech,Fintech
19,0,0.0,Blaenau Gwent,0.0,2016,Fintech,Fintech
20,0,0.0,Monmouthshire,0.0,2012,Fintech,Fintech
21,0,0.0,Monmouthshire,0.0,2013,Fintech,Fintech
22,0,0.0,Monmouthshire,0.0,2014,Fintech,Fintech
23,0,0.0,Monmouthshire,0.0,2015,Fintech,Fintech
24,0,0.0,Monmouthshire,0.0,2016,Fintech,Fintech
25,0,0.0,Swansea,0.0,2012,Fintech,Fintech
26,0,0.0,Swansea,0.0,2013,Fintech,Fintech
27,0,0.0,Swansea,0.0,2014,Fintech,Fintech
28,0,0.0,Swansea,0.0,2015,Fintech,Fintech
29,0,0.0,Swansea,0.0,2016,Fintech,Fintech
30,0,0.0,Gwynedd,0.0,2012,Fintech,Fintech
31,0,0.0,Gwynedd,0.0,2013,Fintech,Fintech
32,0,0.0,Gwynedd,0.0,2014,Fintech,Fintech
33,0,0.0,Gwynedd,0.0,2015,Fintech,Fintech
34,0,0.0,Gwynedd,0.0,2016,Fintech,Fintech
35,0,0.0,Carmarthenshire,0.0,2012,Fintech,Fintech
36,0,0.0,Carmarthenshire,0.0,2013,Fintech,Fintech
37,0,0.0,Carmarthenshire,0.0,2014,Fintech,Fintech
38,0,0.0,Carmarthenshire,0.0,2015,Fintech,Fintech
39,0,0.0,Carmarthenshire,0.0,2016,Fintech,Fintech
40,0,0.0,Wales,0.0,2012,Wordpress,Editorial
41,0,0.0,Wales,0.0,2013,Wordpress,Editorial
42,0,0.0,Wales,0.0,2014,Wordpress,Editorial
43,21,5.0,Wales,0.20811574299599436,2015,Wordpress,Editorial
44,4,1.0,Wales,0.037964076874285865,2016,Wordpress,Editorial
45,0,0.0,Cardiff,0.0,2012,Wordpress,Editorial
46,0,0.0,Cardiff,0.0,2013,Wordpress,Editorial
47,0,0.0,Cardiff,0.0,2014,Wordpress,Editorial
48,0,0.0,Cardiff,0.0,2015,Wordpress,Editorial
49,0,0.0,Cardiff,0.0,2016,Wordpress,Editorial
50,0,0.0,Pembrokeshire,0.0,2012,Wordpress,Editorial
51,0,0.0,Pembrokeshire,0.0,2013,Wordpress,Editorial
52,0,0.0,Pembrokeshire,0.0,2014,Wordpress,Editorial
53,21,5.0,Pembrokeshire,2.503579688757064,2015,Wordpress,Editorial
54,4,1.0,Pembrokeshire,0.4566982314581711,2016,Wordpress,Editorial
55,0,0.0,Blaenau Gwent,0.0,2012,Wordpress,Editorial
56,0,0.0,Blaenau Gwent,0.0,2013,Wordpress,Editorial
57,0,0.0,Blaenau Gwent,0.0,2014,Wordpress,Editorial
58,0,0.0,Blaenau Gwent,0.0,2015,Wordpress,Editorial
59,0,0.0,Blaenau Gwent,0.0,2016,Wordpress,Editorial
60,0,0.0,Monmouthshire,0.0,2012,Wordpress,Editorial
61,0,0.0,Monmouthshire,0.0,2013,Wordpress,Editorial
62,0,0.0,Monmouthshire,0.0,2014,Wordpress,Editorial
63,0,0.0,Monmouthshire,0.0,2015,Wordpress,Editorial
64,0,0.0,Monmouthshire,0.0,2016,Wordpress,Editorial
65,0,0.0,Swansea,0.0,2012,Wordpress,Editorial
66,0,0.0,Swansea,0.0,2013,Wordpress,Editorial
67,0,0.0,Swansea,0.0,2014,Wordpress,Editorial
68,0,0.0,Swansea,0.0,2015,Wordpress,Editorial
69,0,0.0,Swansea,0.0,2016,Wordpress,Editorial
70,0,0.0,Gwynedd,0.0,2012,Wordpress,Editorial
71,0,0.0,Gwynedd,0.0,2013,Wordpress,Editorial
72,0,0.0,Gwynedd,0.0,2014,Wordpress,Editorial
73,0,0.0,Gwynedd,0.0,2015,Wordpress,Editorial
74,0,0.0,Gwynedd,0.0,2016,Wordpress,Editorial
75,0,0.0,Carmarthenshire,0.0,2012,Wordpress,Editorial
76,0,0.0,Carmarthenshire,0.0,2013,Wordpress,Editorial
77,0,0.0,Carmarthenshire,0.0,2014,Wordpress,Editorial
78,0,0.0,Carmarthenshire,0.0,2015,Wordpress,Editorial
79,0,0.0,Carmarthenshire,0.0,2016,Wordpress,Editorial
80,0,0.0,Wales,0.0,2012,Programming,Software Development
81,272,27.0,Wales,0.28532927605602965,2013,Programming,Software Development
82,509,34.0,Wales,0.3348721942425081,2014,Programming,Software Development
83,1574,117.0,Wales,0.6935672703274375,2015,Programming,Software Development
84,1608,111.0,Wales,0.5640608851350338,2016,Programming,Software Development
85,0,0.0,Cardiff,0.0,2012,Programming,Software Development
86,272,27.0,Cardiff,0.7451830054773835,2013,Programming,Software Development
87,262,26.0,Cardiff,0.4496328864704802,2014,Programming,Software Development
88,992,81.0,Cardiff,1.1235145757549192,2015,Programming,Software Development
89,1088,85.0,Cardiff,0.9809616109494572,2016,Programming,Software Development
90,0,0.0,Pembrokeshire,0.0,2012,Programming,Software Development
91,0,0.0,Pembrokeshire,0.0,2013,Programming,Software Development
92,0,0.0,Pembrokeshire,0.0,2014,Programming,Software Development
93,0,0.0,Pembrokeshire,0.0,2015,Programming,Software Development
94,0,0.0,Pembrokeshire,0.0,2016,Programming,Software Development
95,0,0.0,Blaenau Gwent,0.0,2012,Programming,Software Development
96,0,0.0,Blaenau Gwent,0.0,2013,Programming,Software Development
97,0,0.0,Blaenau Gwent,0.0,2014,Programming,Software Development
98,0,0.0,Blaenau Gwent,0.0,2015,Programming,Software Development
99,0,0.0,Blaenau Gwent,0.0,2016,Programming,Software Development
100,0,0.0,Monmouthshire,0.0,2012,Programming,Software Development
101,0,0.0,Monmouthshire,0.0,2013,Programming,Software Development
102,0,0.0,Monmouthshire,0.0,2014,Programming,Software Development
103,0,0.0,Monmouthshire,0.0,2015,Programming,Software Development
104,13,2.0,Monmouthshire,0.06861255802559953,2016,Programming,Software Development
105,0,0.0,Swansea,0.0,2012,Programming,Software Development
106,0,0.0,Swansea,0.0,2013,Programming,Software Development
107,247,8.0,Swansea,0.7911901604484594,2014,Programming,Software Development
108,511,18.0,Swansea,1.1094189806830002,2015,Programming,Software Development
109,95,6.0,Swansea,0.16419290044912885,2016,Programming,Software Development
110,0,0.0,Gwynedd,0.0,2012,Programming,Software Development
111,0,0.0,Gwynedd,0.0,2013,Programming,Software Development
112,0,0.0,Gwynedd,0.0,2014,Programming,Software Development
113,46,2.0,Gwynedd,0.2021852639194968,2015,Programming,Software Development
114,412,18.0,Gwynedd,1.4416006231086134,2016,Programming,Software Development
115,0,0.0,Carmarthenshire,0.0,2012,Programming,Software Development
116,0,0.0,Carmarthenshire,0.0,2013,Programming,Software Development
117,0,0.0,Carmarthenshire,0.0,2014,Programming,Software Development
118,25,16.0,Carmarthenshire,0.08927692329267102,2015,Programming,Software Development
119,0,0.0,Carmarthenshire,0.0,2016,Programming,Software Development
120,0,0.0,Wales,0.0,2012,Business Analysis,Business
121,0,0.0,Wales,0.0,2013,Business Analysis,Business
122,0,0.0,Wales,0.0,2014,Business Analysis,Business
123,0,0.0,Wales,0.0,2015,Business Analysis,Business
124,0,0.0,Wales,0.0,2016,Business Analysis,Business
125,0,0.0,Cardiff,0.0,2012,Business Analysis,Business
126,0,0.0,Cardiff,0.0,2013,Business Analysis,Business
127,0,0.0,Cardiff,0.0,2014,Business Analysis,Business
128,0,0.0,Cardiff,0.0,2015,Business Analysis,Business
129,0,0.0,Cardiff,0.0,2016,Business Analysis,Business
130,0,0.0,Pembrokeshire,0.0,2012,Business Analysis,Business
131,0,0.0,Pembrokeshire,0.0,2013,Business Analysis,Business
132,0,0.0,Pembrokeshire,0.0,2014,Business Analysis,Business
133,0,0.0,Pembrokeshire,0.0,2015,Business Analysis,Business
134,0,0.0,Pembrokeshire,0.0,2016,Business Analysis,Business
135,0,0.0,Blaenau Gwent,0.0,2012,Business Analysis,Business
136,0,0.0,Blaenau Gwent,0.0,2013,Business Analysis,Business
137,0,0.0,Blaenau Gwent,0.0,2014,Business Analysis,Business
138,0,0.0,Blaenau Gwent,0.0,2015,Business Analysis,Business
139,0,0.0,Blaenau Gwent,0.0,2016,Business Analysis,Business
140,0,0.0,Monmouthshire,0.0,2012,Business Analysis,Business
141,0,0.0,Monmouthshire,0.0,2013,Business Analysis,Business
142,0,0.0,Monmouthshire,0.0,2014,Business Analysis,Business
143,0,0.0,Monmouthshire,0.0,2015,Business Analysis,Business
144,0,0.0,Monmouthshire,0.0,2016,Business Analysis,Business
145,0,0.0,Swansea,0.0,2012,Business Analysis,Business
146,0,0.0,Swansea,0.0,2013,Business Analysis,Business
147,0,0.0,Swansea,0.0,2014,Business Analysis,Business
148,0,0.0,Swansea,0.0,2015,Business Analysis,Business
149,0,0.0,Swansea,0.0,2016,Business Analysis,Business
150,0,0.0,Gwynedd,0.0,2012,Business Analysis,Business
151,0,0.0,Gwynedd,0.0,2013,Business Analysis,Business
152,0,0.0,Gwynedd,0.0,2014,Business Analysis,Business
153,0,0.0,Gwynedd,0.0,2015,Business Analysis,Business
154,0,0.0,Gwynedd,0.0,2016,Business Analysis,Business
155,0,0.0,Carmarthenshire,0.0,2012,Business Analysis,Business
156,0,0.0,Carmarthenshire,0.0,2013,Business Analysis,Business
157,0,0.0,Carmarthenshire,0.0,2014,Business Analysis,Business
158,0,0.0,Carmarthenshire,0.0,2015,Business Analysis,Business
159,0,0.0,Carmarthenshire,0.0,2016,Business Analysis,Business
160,0,0.0,Wales,0.0,2012,App development,Software Development
