,tag_name,Wales,year
0,lean_startup_machine,0.0,2016
1,lean_startup_machine,0.0,2012
2,lean_startup_machine,0.0,2013
3,lean_startup_machine,0.0,2014
4,lean_startup_machine,0.0,2015
5,what_ecommerce_platform_do_you_use?,0.0,2016
6,what_ecommerce_platform_do_you_use?,0.0,2012
7,what_ecommerce_platform_do_you_use?,0.0,2013
8,what_ecommerce_platform_do_you_use?,0.0,2014
9,what_ecommerce_platform_do_you_use?,0.0,2015
10,hmi_human_machine_interface,0.0,2016
11,hmi_human_machine_interface,0.0,2012
12,hmi_human_machine_interface,0.0,2013
13,hmi_human_machine_interface,0.0,2014
14,hmi_human_machine_interface,0.0,2015
15,help_desk,0.0,2016
16,help_desk,0.0,2012
17,help_desk,0.0,2013
18,help_desk,0.0,2014
19,help_desk,0.0,2015
20,online_education_&_technology_for_educators_and_hr,0.0,2016
21,online_education_&_technology_for_educators_and_hr,0.0,2012
22,online_education_&_technology_for_educators_and_hr,0.0,2013
23,online_education_&_technology_for_educators_and_hr,0.0,2014
24,online_education_&_technology_for_educators_and_hr,0.0,2015
25,project_management_professional_certification,0.0,2016
26,project_management_professional_certification,0.0,2012
27,project_management_professional_certification,0.0,2013
28,project_management_professional_certification,0.0,2014
29,project_management_professional_certification,0.0,2015
30,oroplatform,0.0,2016
31,oroplatform,0.0,2012
32,oroplatform,0.0,2013
33,oroplatform,0.0,2014
34,oroplatform,0.0,2015
35,itil_itsm,0.0,2016
36,itil_itsm,0.0,2012
37,itil_itsm,0.0,2013
38,itil_itsm,0.0,2014
39,itil_itsm,0.0,2015
40,women_in_technology,0.0,2016
41,women_in_technology,0.0,2012
42,women_in_technology,0.0,2013
43,women_in_technology,0.0,2014
44,women_in_technology,0.0,2015
45,industrial_networking,0.0,2016
46,industrial_networking,0.0,2012
47,industrial_networking,0.0,2013
48,industrial_networking,0.0,2014
49,industrial_networking,0.0,2015
50,technical_recruiting,0.0,2016
51,technical_recruiting,0.0,2012
52,technical_recruiting,0.0,2013
53,technical_recruiting,0.0,2014
54,technical_recruiting,0.0,2015
55,orocommerce,0.0,2016
56,orocommerce,0.0,2012
57,orocommerce,0.0,2013
58,orocommerce,0.0,2014
59,orocommerce,0.0,2015
60,physical_security,0.0,2016
61,physical_security,0.0,2012
62,physical_security,0.0,2013
63,physical_security,0.0,2014
64,physical_security,0.0,2015
65,strategic_organizational_change,0.0,2016
66,strategic_organizational_change,0.0,2012
67,strategic_organizational_change,0.0,2013
68,strategic_organizational_change,0.0,2014
69,strategic_organizational_change,0.0,2015
70,service_catalogue_management,0.0,2016
71,service_catalogue_management,0.0,2012
72,service_catalogue_management,0.0,2013
73,service_catalogue_management,0.0,2014
74,service_catalogue_management,0.0,2015
75,reputation_management,0.0,2016
76,reputation_management,0.0,2012
77,reputation_management,0.0,2013
78,reputation_management,0.0,2014
79,reputation_management,0.0,2015
80,smart_city_or_cities,0.0,2016
81,smart_city_or_cities,0.0,2012
82,smart_city_or_cities,0.0,2013
83,smart_city_or_cities,0.0,2014
84,smart_city_or_cities,0.0,2015
85,product_owners,0.0,2016
86,product_owners,0.0,2012
87,product_owners,0.0,2013
88,product_owners,0.0,2014
89,product_owners,0.0,2015
90,six_sigma,0.0,2016
91,six_sigma,0.0,2012
92,six_sigma,0.0,2013
93,six_sigma,0.0,2014
94,six_sigma,0.0,2015
95,ruby_on_rails_amazon_web_services,0.0,2016
96,ruby_on_rails_amazon_web_services,0.0,2012
97,ruby_on_rails_amazon_web_services,0.0,2013
98,ruby_on_rails_amazon_web_services,0.0,2014
99,ruby_on_rails_amazon_web_services,0.0,2015
100,m2m_devices_machine_to_machine,0.0,2016
101,m2m_devices_machine_to_machine,0.0,2012
102,m2m_devices_machine_to_machine,0.0,2013
103,m2m_devices_machine_to_machine,0.0,2014
104,m2m_devices_machine_to_machine,0.0,2015
105,lean_manufacturing,0.0,2016
106,lean_manufacturing,0.0,2012
107,lean_manufacturing,0.0,2013
108,lean_manufacturing,0.0,2014
109,lean_manufacturing,0.0,2015
110,bluemix,0.0,2016
111,bluemix,0.0,2012
112,bluemix,0.0,2013
113,bluemix,0.0,2014
114,bluemix,0.0,2015
115,robotics,0.0,2016
116,robotics,0.0,2012
117,robotics,0.0,2013
118,robotics,0.0,2014
119,robotics,0.0,2015
120,computer_vision_applications,0.0,2016
121,computer_vision_applications,0.0,2012
122,computer_vision_applications,0.0,2013
123,computer_vision_applications,0.0,2014
124,computer_vision_applications,0.0,2015
125,programming_languages,0.0,2016
126,programming_languages,0.0,2012
127,programming_languages,0.0,2013
128,programming_languages,0.0,2014
129,programming_languages,0.0,2015
130,wireless,0.0,2016
131,wireless,0.0,2012
132,wireless,0.0,2013
133,wireless,0.0,2014
134,wireless,0.0,2015
135,business_strategy_and_professional_development,0.0,2016
136,business_strategy_and_professional_development,0.0,2012
137,business_strategy_and_professional_development,0.0,2013
138,business_strategy_and_professional_development,0.0,2014
139,business_strategy_and_professional_development,0.0,2015
140,finding_wholesale_items_to_sell_on_ebay,0.0,2016
141,finding_wholesale_items_to_sell_on_ebay,0.0,2012
142,finding_wholesale_items_to_sell_on_ebay,0.0,2013
143,finding_wholesale_items_to_sell_on_ebay,0.0,2014
144,finding_wholesale_items_to_sell_on_ebay,0.0,2015
145,financial_risk_managment,0.0,2016
146,financial_risk_managment,0.0,2012
147,financial_risk_managment,0.0,2013
148,financial_risk_managment,0.0,2014
149,financial_risk_managment,0.0,2015
150,risk_assessment,0.0,2016
151,risk_assessment,0.0,2012
152,risk_assessment,0.0,2013
153,risk_assessment,0.0,2014
154,risk_assessment,0.0,2015
155,demandware,0.0,2016
156,demandware,0.0,2012
157,demandware,0.0,2013
158,demandware,0.0,2014
159,demandware,0.0,2015
160,",_",0.0,2012
161,",_""let",0.0,2012
162,",_""women",0.0,2012
163,.net,0.0,2012
164,.net_content_management_systems,0.0,2012
165,.net_developers,0.0,2012
166,.net_development,0.0,2012
167,.net_gadgeteer,0.0,2012
168,3d,0.0,2012
169,3d_animation,0.0,2012
170,3d_artists,0.0,2012
171,3d_gaming,0.0,2012
172,3d_graphics,0.0,2012
173,3d_modeling,0.0,2012
174,3d_printers,0.0,2012
175,3d_printing,0.0,2012
176,3d_printworkshop,0.0,2012
177,3d_projects,0.0,2012
178,3d_prototyping_/_printing,0.0,2012
179,3d_scanning,0.0,2012
180,3dr,0.0,2012
181,3ds_max,0.0,2012
182,3dsmax,0.0,2012
183,"_rights"",_",0.0,2012
184,a/b_testing,0.0,2012
185,a11y,0.0,2012
186,a_community_where_private_equity_investors_meet,0.0,2012
187,a_“how_to”_group_to_get_product_ideas_to_market.,0.0,2012
188,academic_papers,0.0,2012
189,academics,0.0,2012
190,accessibility,0.0,2012
191,accessible_technology,0.0,2012
192,accessible_web_design,0.0,2012
193,acid,0.0,2012
194,actionscript,0.0,2012
195,activism,0.0,2012
196,activities,0.0,2012
197,activity_monitors_and_devices,0.0,2012
198,ado.net_entity_framework,0.0,2012
199,adobe,0.0,2012
200,adobe_aem,0.0,2012
201,adobe_after_effects,0.0,2012
202,adobe_air,0.0,2012
203,adobe_cq,0.0,2012
204,adobe_cq5,0.0,2012
205,adobe_creative_suite,0.0,2012
206,adobe_dreamweaver,0.0,2012
207,adobe_experience_manager,0.0,2012
208,adobe_flash,0.0,2012
209,adobe_flex,0.0,2012
210,adobe_illustrator,0.0,2012
211,adobe_indesign,0.0,2012
212,adobe_lightroom,0.0,2012
213,adobe_photoshop,0.0,2012
214,adobe_user_group,0.0,2012
215,adtech,0.0,2012
216,adult/teens_with_asperger/spectrum_disorders,0.0,2012
217,advanced_manufacturing_&_engineering,0.0,2012
218,advanced_sass,0.0,2012
219,advanced_sql_server,0.0,2012
220,adventure,0.0,2012
221,adventure_games,0.0,2012
222,advertising,0.0,2012
223,advertising_agency_community,0.0,2012
224,advertising_and_pr,0.0,2012
225,aerial_cinematography,0.0,2012
226,aerial_photography,0.0,2012
227,aerial_videography,0.0,2012
228,aeronautical_engineering,0.0,2012
229,aerospike,0.0,2012
230,affiliate_email_marketing,0.0,2012
231,affiliate_marketing,0.0,2012
232,affiliate_marketing_(ecommerce),0.0,2012
233,affiliate_marketing_joint_ventures,0.0,2012
234,affiliate_networks,0.0,2012
235,africans,0.0,2012
236,after_effects,0.0,2012
237,agile_and_scrum,0.0,2012
238,agile_business_analysts,0.0,2012
239,agile_coaching,0.0,2012
240,agile_data_warehousing_and_business_intelligence,0.0,2012
241,agile_design,0.0,2012
242,agile_experiences,0.0,2012
243,agile_leadership,0.0,2012
244,agile_marketing,0.0,2012
245,agile_mindset,0.0,2012
246,agile_planning,0.0,2012
247,agile_portfolio_management,0.0,2012
248,agile_product_development,0.0,2012
249,agile_program_management,0.0,2012
250,agile_programming,0.0,2012
251,agile_programming_and_python,0.0,2012
252,agile_project_management,0.0,2012
253,agile_testing,0.0,2012
254,agile_transformation,0.0,2012
255,agile_ux,0.0,2012
256,agriculture,0.0,2012
257,airbnb,0.0,2012
258,ajax,0.0,2012
259,akka,0.0,2012
260,alfresco,0.0,2012
261,alfresco_software,0.0,2012
262,algorithmic_trading,0.0,2012
263,algorithms,0.0,2012
264,algorithms_and_computational_theory,0.0,2012
265,all_forms_of_javascript,0.0,2012
266,all_things_telecom,0.0,2012
267,alt.net,0.0,2012
268,altcoin,0.0,2012
269,altcoin_mining,0.0,2012
270,altcoins,0.0,2012
271,alternative_currency,0.0,2012
272,alternative_energy,0.0,2012
273,alternative_medicine,0.0,2012
274,amateur_radio,0.0,2012
275,amateur_satellite_communications,0.0,2012
276,amazon,0.0,2012
277,amazon.com,0.0,2012
278,amazon_alexa,0.0,2012
279,amazon_fba,0.0,2012
280,amazon_mastermind_selling,0.0,2012
281,amazon_seller,0.0,2012
282,amazon_web_services,0.0,2012
283,analysis,0.0,2012
284,analytics,0.0,2012
285,anarcho_capitalism,0.0,2012
286,anarchy,0.0,2012
287,anatomy,0.0,2012
288,android,0.0,2012
289,android_app_architecture,0.0,2012
290,android_app_design,0.0,2012
291,android_app_marketing,0.0,2012
292,android_development,0.0,2012
293,android_development_training,0.0,2012
294,android_enthusiasts,0.0,2012
295,android_game_development,0.0,2012
296,android_robots,0.0,2012
297,android_sdk,0.0,2012
298,angel_investors,0.0,2012
299,angular,0.0,2012
300,angular2,0.0,2012
301,angular_2,0.0,2012
302,angularjs,0.0,2012
303,animation,0.0,2012
304,anonymous,0.0,2012
305,ansible,0.0,2012
306,anti-racism,0.0,2012
307,apache,0.0,2012
308,apache_apex,0.0,2012
